Structure [idcode],Compound-ID,Product-ID,Provider,Molweight,Substance Name,Amount (g),Price,Currency,Stock (g),Smiles
dklLPBWPqIdLbbbrRa[hHBf`@@ !Bb@JH__x@?g~H@h`B?`C~@H`BmpJH@ox@,,EN300-6489844,Enamine,249.04,methyl 5-bromo-2-fluoro-4-hydroxybenzoate,0.1,66,USD,10,COC(c(c(F)c1)cc(Br)c1O)=O
dklLPBWPqNbLbbbtQfXXHHf`@@ !BmpJw__x@?g~w@k\Bmww~@Ox@mpJH@ox@,,EN300-342134,Enamine,265.49,methyl 3-bromo-5-chloro-4-hydroxybenzoate,0.1,20,USD,10,COC(c(cc1Cl)cc(Br)c1O)=O
dklLPBWPqAdDfYu{[hHBf`@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@mpJH@ox@,,EN300-20838487,Enamine,249.04,methyl 4-bromo-2-fluoro-5-hydroxybenzoate,0.1,136,USD,10,COC(c(c(F)c1)cc(O)c1Br)=O
dklLPBWPkNqLbbbtQfXXHHf`@@ !BmpJw__x@?g~w@k\Bmww~@Ox@mpJH@ox@,,EN300-761354,Enamine,356.94,methyl 3-bromo-4-hydroxy-5-iodobenzoate,0.1,277,USD,10,COC(c(cc1Br)cc(I)c1O)=O
dklLHBtpqNbIBEbLbbbtQdXXHHiP@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@_?{~@@C~,,EN300-33051453,Enamine,305.96,3-bromo-5-chloro-4-hydroxybenzene-1-sulfonyl chloride,0.1,347,USD,10,Oc(c(Cl)cc(S(Cl)(=O)=O)c1)c1Br
dklLHBtpqNBIqEbDfYyZXXHHiP@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}_?{~@@C~,,EN300-725115,Enamine,350.41,"3,5-dibromo-2-hydroxybenzene-1-sulfonyl chloride",0.1,317,USD,10,Oc(c(S(Cl)(=O)=O)cc(Br)c1)c1Br
dklLHBtpqNqIBEdLbbbtQdXXHHiP@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@_?{~@@C~,,EN300-6493398,Enamine,333.96,"3,5-dibromo-4-hydroxybenzene-1-sulfonyl fluoride",0.1,342,USD,10,Oc(c(Br)cc(S(F)(=O)=O)c1)c1Br
dklLHBtpqNqIBEbLbbbtQdXXHHiP@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@_?{~@@C~,,EN300-276925,Enamine,350.41,"3,5-dibromo-4-hydroxybenzene-1-sulfonyl chloride",0.1,376,USD,10,Oc(c(Br)cc(S(Cl)(=O)=O)c1)c1Br
dklHhBCDfPVPvPNPRYfuia``bj@@ !Bmwvw@oy??`Bw_[]}bGw~_?y?bGtBbOvw,,EN300-7504014,Enamine,259,2-bromo-4-fluoro-3-(trifluoromethyl)phenol,0.1,729,USD,2.805,Oc(ccc(F)c1C(F)(F)F)c1Br
dklHhBCDgDVPvPNPRYggin``Jj@@ !BbGvH@oy??`BH_Xa}?g~H@oy?b@K}b@Jw,,EN300-1267291,Enamine,319.9,"2,4-dibromo-6-(trifluoromethyl)phenol",0.1,57,USD,10,Oc(c(C(F)(F)F)cc(Br)c1)c1Br
dklHhBCDfPVPvPNPRYggin``Jj@@ !BbGvH@oy??`BH_Xa}?g~H@oy?b@K}b@Jw,,EN300-8152277,Enamine,259,2-bromo-4-fluoro-6-(trifluoromethyl)phenol,0.1,48,USD,10,Oc(c(C(F)(F)F)cc(F)c1)c1Br
dklHhBCDFPVPvPNPRYgWin``Jj@@ !Bmwvw@oy??`Bw_[]}?g?~_{]}mwtBm?vH,,EN300-7432603,Enamine,259,2-bromo-4-fluoro-5-(trifluoromethyl)phenol,0.1,426,USD,0.175,Oc(cc(C(F)(F)F)c(F)c1)c1Br
dklHhBCDfHVPvPNPRYggin``Jj@@ !BbGvH@oy??`BH_Xa}?g~H@oy?b@K}b@Jw,,EN300-29414898,Enamine,275.45,2-bromo-4-chloro-6-(trifluoromethyl)phenol,0.1,109,USD,10,Oc(c(C(F)(F)F)cc(Cl)c1)c1Br
dklH`BCDrJJKQFQn``Jj@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}mwtBm?vH,,EN300-8195735,Enamine,243.14,2-bromo-4-tert-butyl-6-methylphenol,0.1,77,USD,10,CC(C)(C)c(cc1C)cc(Br)c1O
dklH`BCDRYggin``Jj@@ !Bb@JH__x@?g~H@h`B?`BH__x@bGtBbOvw,,EN300-8158005,Enamine,243.14,2-bromo-6-tert-butyl-4-methylphenol,0.1,77,USD,10,CC(C)(C)c1cc(C)cc(Br)c1O
dklHPIBl[DRYV]jn`BJj@@ !Bb@JH__x@b@JH@ha}?`C~@H`B?`@@?g?~,,EN300-266388,Enamine,355.01,2-bromo-6-tert-butyl-4-iodophenol,0.1,366,USD,8.405,CC(C)(C)c1cc(I)cc(Br)c1O
dklHPBCDgDRYggin``Jj@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}?`@@?g?~,,EN300-152594,Enamine,308.01,"2,4-dibromo-6-tert-butylphenol",0.1,39,USD,10,CC(C)(C)c1cc(Br)cc(Br)c1O
dklHHBCDVPvPNPRYguin``Jj@@ !Bmwvw@oy??`Bw_[]}?g~w_[\BmpK}mpJH,,EN300-28318261,Enamine,255.03,"2-bromo-5-(2,2,2-trifluoroethyl)phenol",0.1,644,USD,0.315,Oc(cc(CC(F)(F)F)cc1)c1Br
dklD`BLLQIf^^VzB@jd@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@Jw@k\B,,EN300-51664436,Enamine,243.1,3-bromo-4-hydroxy-5-(propan-2-yl)benzaldehyde,0.1,188,USD,10,CC(C)c1cc(C=O)cc(Br)c1O
dklDHBDLQYCY@yAIf_VfzB@jh@@ !Bmwvw@oy??`Bw_[]}?g~w_[\BmpK}mpJH,,EN300-248191,Enamine,257.01,2-bromo-5-(trifluoromethoxy)phenol,0.25,19,USD,10,Oc(cc(cc1)OC(F)(F)F)c1Br
dklDHBxLQYCY@yAIf^~fFBBJh@@ !BbGvH@oy??`BH_Xa}b@K~_xa}bGtBbOvw,,EN300-7392690,Enamine,257.01,2-bromo-6-(trifluoromethoxy)phenol,0.1,96,USD,10,Oc(c(OC(F)(F)F)ccc1)c1Br
dklDHBDLQYCY@yAIf]vfzB@jh@@ !Bmwvw@oy??`Bw_[]}?g?~_{_}m?tBm?vH,,EN300-125903,Enamine,257.01,2-bromo-4-(trifluoromethoxy)phenol,0.25,19,USD,10,Oc(ccc(OC(F)(F)F)c1)c1Br
dklDHBXLQYCY@yCHhhhdYNfBHbh@@ !Bmww~_{\BbGvw__x@mww~_{\B?g|@?g?~,,EN300-256632,Enamine,257.01,2-bromo-3-(trifluoromethoxy)phenol,0.1,431,USD,9.112,Oc1cccc(OC(F)(F)F)c1Br
dklB`Be]CDRYgema``bZ@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@b@K~_x`B,,EN300-1273273,Enamine,247.04,3-bromo-2-hydroxy-5-methoxybenzoic acid,0.1,293,USD,2.631,COc(cc1C(O)=O)cc(Br)c1O
dklB`By]CDrJJKQFYa``bZ@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@mpJH@ox@,,EN300-25382875,Enamine,247.04,"methyl 3-bromo-4,5-dihydroxybenzoate",0.1,120,USD,10,COC(c(cc1O)cc(Br)c1O)=O
dklB`BWSCDRYggYn``JV@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@Jw@oy?,,EN300-1478744,Enamine,245.03,3-bromo-5-formyl-4-hydroxybenzoic acid,0.1,156,USD,10,OC(c(cc1C=O)cc(Br)c1O)=O
dklB`B{SCDRYgeya``bf@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}b@Jw@oy?,,EN300-05459,Enamine,247.04,3-bromo-4-hydroxy-5-methoxybenzoic acid,0.1,77,USD,10,COc1cc(C(O)=O)cc(Br)c1O
dklBPBWSCDfHRYgeYn``Jf@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}mpJH@k\B,,EN300-27114387,Enamine,267.46,"3-bromo-5-chloro-2,6-dihydroxybenzoic acid",0.1,188,USD,4.608,OC(c(c(O)c(cc1Cl)Br)c1O)=O
dk^L`IISCDrJJKIJEngXHBfR@@ !BbOs~@Hc}m?rH?Hc|bGu`YV@ZFa|lF@C~,,EN300-244363,Enamine,242.03,"5-bromo-6-hydroxy-2,3-dihydro-1H-indole-2,3-dione",0.1,152,USD,10,Oc(cc(c(C1=O)c2)NC1=O)c2Br
dk^H`IHLQIf[WvE]``@B@@@ !B?g~w_Xa}mpK~_?y?b@JH?Xc}bGvH?Hc},,EN300-8200694,Enamine,238.08,5-bromo-2-methylquinolin-6-ol,0.1,35,USD,10,Cc(cc1)nc(cc2)c1c(Br)c2O
dk^HPNHLR\QIf^UvGS``B@@@@ !Bm?rw?_x@?g~w?K\Bm?w~@Ox@m?rw@ox@,,EN300-21309,Enamine,302.95,"5,7-dibromoquinolin-8-ol",0.25,19,USD,10,Oc(c(nccc1)c1c(Br)c1)c1Br
dk\h`AgSHLQIf]yV{S``JeH@@ !Bmwvw@oy??`Bw_[]}?g?~_qaSYuMeGqh_,,EN300-27115057,Enamine,241.05,"2-bromo-4-(1H-1,2,3,4-tetrazol-1-yl)phenol",0.1,152,USD,10,Oc(ccc(-[n]1nnnc1)c1)c1Br
dk\HPBCDODRYfu}aWXH@@`@@ !B?`BH?K_|bOw~@Ox@m?vw?K_|m?rw?[_|,,EN300-170624,Enamine,301.96,"1,6-dibromonaphthalen-2-ol",1,19,USD,10,Oc(ccc1c2ccc(Br)c1)c2Br
dkNHpEHLSlPxcHhhmDTFFBBJ`@@ !BbOrH?_x@?g~H?Hc|bOw~@Ox@bOs~@BQV,,EN300-46740637,Enamine,331.43,"2,6-dibromo-4-[(methylamino)methyl]phenol hydrochloride",0.1,168,USD,10,CNCc(cc1Br)cc(Br)c1O.Cl
dkNHpEHLR\PxaIf^_FzB@j`@@ !BmpK~@K_}b@Jw@k\Bm?w~@K_}b@K~@Mif,,EN300-51682205,Enamine,331.43,"2,4-dibromo-6-[(methylamino)methyl]phenol hydrochloride",0.1,168,USD,10,CNCc1cc(Br)cc(Br)c1O.Cl
dkNHpEHLRX`xaIf^_FzB@j`@@ !BmpK~@K_}b@Jw@k\Bm?w~@K_}b@K~@Mif,,EN300-51682204,Enamine,286.98,2-bromo-4-chloro-6-[(methylamino)methyl]phenol hydrochloride,0.1,136,USD,10,CNCc1cc(Cl)cc(Br)c1O.Cl
dkNHPMHLPxaIf]uFzB@j`@@ !BmpJw?_x@?g~w@k\B?`C~@H`B?`BH@dkF,,EN300-27103542,Enamine,266.57,4-(3-aminopropyl)-2-bromophenol hydrochloride,0.1,337,USD,2.52,NCCCc(cc1)cc(Br)c1O.Cl
dkNHPEHLPxaIf]uFzB@j`@@ !BmpJw?_x@?g~w@k\B?`C~@H`B?`BH@dkF,,EN300-7427196,Enamine,266.57,2-bromo-4-[2-(methylamino)ethyl]phenol hydrochloride,0.1,376,USD,10,CNCCc(cc1)cc(Br)c1O.Cl
dkNDPMK`qCbDfYy\XXHHj@@ !Bm?s~@K_}b@Jw@k\B?`Bw?[]}bOrw@mkV,,EN300-123457,Enamine,268.54,4-(aminomethyl)-2-bromo-6-methoxyphenol hydrochloride,0.1,132,USD,1.685,COc1cc(CN)cc(Br)c1O.Cl
difH`NHLQIf^XXHH@@ !BmpK~@K]}b@Jw@k\B?`Bw_P,,EN300-111274,Enamine,188.02,2-amino-6-bromophenol,0.5,19,USD,10,Nc1cccc(Br)c1O
difH`FHLQIf[xXH`@@ !Bmww~_{\BbGvw__x@mwvw@`,,EN300-245722,Enamine,188.02,3-amino-2-bromophenol,0.25,19,USD,10,Nc1cccc(O)c1Br
difH`AHLQIf][hHB@@ !BmpJw__x@?g~w@k\B?`C~@@,,EN300-185502,Enamine,188.02,4-amino-2-bromophenol,0.5,19,USD,10,Nc(cc1)cc(Br)c1O
difH`AHLQIf_[hHB@@ !B?`BH@k\BbGw~@Ox@mpK~@@,,EN300-139538,Enamine,188.02,5-amino-2-bromophenol,0.1,117,USD,10,Nc(cc1)cc(O)c1Br
didH`BCDRYgvzB@`@@ !B?`BH@k\BbGw~@Ox@mpK~@@,,EN300-132559,Enamine,187.04,2-bromo-5-methylphenol,0.1,40,USD,10,Cc(cc1)cc(O)c1Br
didH`BCDRYgfzB@`@@ !BmpK~@K]}b@Jw@k\Bmww~@@,,EN300-82648,Enamine,187.04,2-bromo-6-methylphenol,1,19,USD,10,Cc1cccc(Br)c1O
didH`BCDRYgVzB@`@@ !BmpJw__x@?g~w@k\B?`C~@@,,EN300-20031,Enamine,187.04,2-bromo-4-methylphenol,0.25,19,USD,10,Cc(cc1)cc(Br)c1O
didH`BCDRYfvFBB@@@ !Bmww~_{\BbGvw_[]}?`Bw@`,,EN300-105060,Enamine,187.04,2-bromo-3-methylphenol,0.25,19,USD,10,Cc1cccc(O)c1Br
didHPNBlKDRYgfFBB@@@ !BmpK~@K]}b@Jw@k\B?`Bw_P,,EN300-3215351,Enamine,298.9,2-bromo-3-iodophenol,0.1,25,USD,10,Oc1cccc(I)c1Br
didHPFCDJHRYf~FBH@@@ !Bmww~_{\BbGvw__x@mwvw@`,,EN300-624354,Enamine,207.45,2-bromo-3-chlorophenol,0.25,19,USD,10,Oc1cccc(Cl)c1Br
didHPFCDJPRYf~FBH@@@ !Bmww~_{\BbGvw__x@mwvw@`,,EN300-121461,Enamine,191,2-bromo-3-fluorophenol,0.25,19,USD,10,Oc1cccc(F)c1Br
didHPFBlGDrJIJFn`BH@@ !Bb@K~@Ha}b@JH@ox@bGvH@`,,EN300-658720,Enamine,298.9,2-bromo-5-iodophenol,1,19,USD,10,Oc(cc(cc1)I)c1Br
didHPBCD{DRYgfFBB@@@ !BbGvH@oy??`BH_Xa}b@K~_p,,EN300-29657,Enamine,251.9,"2,6-dibromophenol",0.25,19,USD,10,Oc(c(Br)ccc1)c1Br
didHPBCDzHRYgfFBB@@@ !Bmwvw@oy??`Bw_[]}mpK~_p,,EN300-199809,Enamine,207.45,2-bromo-6-chlorophenol,0.1,19,USD,10,Oc(c(Cl)ccc1)c1Br
didHPBCDxHRYgfFBB@@@ !Bmwvw@oy??`Bw_[]}mpK~_p,,EN300-1914926,Enamine,205.07,2-bromo-6-sulfanylphenol,0.1,352,USD,10,Oc(c(S)ccc1)c1Br
didHPBCDzPRYgfFBB@@@ !Bmwvw@oy??`Bw_[]}mpK~_p,,EN300-201350,Enamine,191,2-bromo-6-fluorophenol,0.25,19,USD,10,Oc(c(F)ccc1)c1Br
didHPBCDGDRYgvzB@`@@ !Bmwvw@oy??`Bw_[]}?g~w_P,,EN300-92071,Enamine,251.9,"2,5-dibromophenol",1,19,USD,10,Oc(cc(cc1)Br)c1Br
didHPBCDGDRYgVzB@`@@ !Bmwvw@oy??`Bw_[]}?g?~_p,,EN300-18350,Enamine,251.9,"2,4-dibromophenol",1,19,USD,10,Oc(ccc(Br)c1)c1Br
didHPBCDFHRYgvzB@`@@ !Bmwvw@oy??`Bw_[]}?g~w_P,,EN300-126714,Enamine,207.45,2-bromo-5-chlorophenol,0.5,19,USD,10,Oc(cc(cc1)Cl)c1Br
didHPBCDFPRYgvzB@`@@ !Bmwvw@oy??`Bw_[]}?g~w_P,,EN300-112643,Enamine,191,2-bromo-5-fluorophenol,0.25,19,USD,10,Oc(cc(cc1)F)c1Br
didHPBCDFHRYgVzB@`@@ !Bmwvw@oy??`Bw_[]}?g?~_p,,EN300-21340,Enamine,207.45,2-bromo-4-chlorophenol,1,19,USD,10,Oc(ccc(Cl)c1)c1Br
didHPBCDFPRYgVzB@`@@ !Bmwvw@oy??`Bw_[]}?g?~_p,,EN300-21341,Enamine,191,2-bromo-4-fluorophenol,0.25,19,USD,10,Oc(ccc(F)c1)c1Br
didHPABl[DrJIJFn`BH@@ !B?`BH@k\B?`C~@H`BmpK~@@,,EN300-196203,Enamine,298.9,2-bromo-4-iodophenol,0.1,26,USD,10,Oc(ccc(I)c1)c1Br
didD`BXLQIf[xXH`@@ !Bmwvw@oy??`Bw_Xa}mww~_p,,EN300-1897813,Enamine,189.01,"2-bromobenzene-1,3-diol",0.5,19,USD,10,Oc1cccc(O)c1Br
didD`BxLQIf^XXHH@@ !BmpK~@K]}b@Jw@k\B?`Bw_P,,EN300-108417,Enamine,189.01,"3-bromobenzene-1,2-diol",0.1,28,USD,10,Oc1cccc(Br)c1O
didD`BDLQIf][hHB@@ !BmpJw__x@?g~w@k\B?`C~@@,,EN300-261239,Enamine,189.01,"2-bromobenzene-1,4-diol",0.1,19,USD,1.145,Oc(cc1)cc(Br)c1O
didD`BDLQIf_[hHB@@ !B?`BH@k\BbGw~@Ox@mpK~@@,,EN300-85315,Enamine,189.01,"4-bromobenzene-1,3-diol",0.25,19,USD,10,Oc(cc1)cc(O)c1Br
dg~LaNI]CDz]yIf^VUaNxHHfh`@ !Bb@K~@Ha}mpJH@h`B?`BH_VAempJH@f@ZKA`,,EN300-2007938,Enamine,258.07,"6-bromo-4-nitro-2,3-dihydro-1H-inden-5-ol",0.1,81,USD,10,[O-][N+](c1c(CCC2)c2cc(Br)c1O)=O
dg~H`KHLQIf[WuaWXH@@l@@ !B?g~w_Xa}mpK~_?y?b@JH?Xc}bGvH?Hc}bOt,,EN300-28320601,Enamine,248.08,5-bromo-6-hydroxynaphthalene-2-carbonitrile,0.1,202,USD,10,N#Cc(cc1)cc(cc2)c1c(Br)c2O
dg~HPNHLR\QIf^UyatxH@`H@@ !BbOrH?_x@?g~H?H`BbOw~@Ox@bOrH@ox@bOt,,EN300-25999819,Enamine,316.98,"5,7-dibromo-2-methylquinolin-8-ol",0.1,132,USD,10,Cc(cc1)nc2c1c(Br)cc(Br)c2O
dg~DPCIPqIqLbbbtRaSB]pPQSP`@ !Bmww~_{\BbGvw_[]}?g~w@k\BFEMgTvT_Fa|,,EN300-370784,Enamine,318.95,"2,4-dibromo-6-(1,2-oxazol-5-yl)phenol",0.1,257,USD,3.629,Oc(c(-c1ccn[o]1)cc(Br)c1)c1Br
dg}D`AdkCDRYgUe[iVB@jiH@@ !BbGw~_xc|m?vH?Xa}bOq`FfAeKF\ZXAh_@Ox,,EN300-45743358,Enamine,257.09,"5-bromo-6-hydroxy-1,3-dimethyl-2,3-dihydro-1H-1,3-benzodiazol-2-one",0.1,446,USD,0,CN(c(c(N1C)c2)cc(O)c2Br)C1=O
dg}DPELiCDlHRYg^U[mNB@ijD@@ !Bmwvw@oy??`Bw_[]}?g?~_qaSYuMeGqh_KF\,,EN300-51915299,Enamine,273.11,"2-bromo-4-(5-sulfanyl-1,3,4-oxadiazol-2-yl)phenol",0.1,241,USD,10,Oc(ccc(-c([o]1)nnc1S)c1)c1Br
dg|hPEt{HLSlSHhhmDXdpg\DDTlP@@ !BbGvH@oy??`BH_Xa}b@K~_?y?YuLXTqh_YQ|,,EN300-249966,Enamine,319.94,"2,6-dibromo-4-(2H-1,2,3,4-tetrazol-5-yl)phenol",0.1,317,USD,0.458,Oc(c(Br)cc(-c1n[nH]nn1)c1)c1Br
dg|H`BCDRYg^U[cnB@`@@@@ !Bm?vw@oy??`Bw?[_}?g?~_{]}bGw~_?y?bOt,,EN300-235704,Enamine,249.11,2-bromo-4-phenylphenol,0.1,167,USD,0.2,Oc(ccc(-c1ccccc1)c1)c1Br
dg|D`BLLQIf[euavxH@`P@@ !B?`BH?K_|bOw~@Ox@m?vw?Hc|m?rw?Hc}m?t,,EN300-219026,Enamine,251.08,4-bromo-3-hydroxynaphthalene-2-carbaldehyde,0.1,257,USD,0,Oc(c(C=O)cc1c2cccc1)c2Br
dg|DPBlLS\SHhhidmBpj\D@AD@@@ !B?g~w_Xa}mpK~_?y?b@JH?Xc}bGw~_xc|bOt,,EN300-732931,Enamine,317.96,"1,5-dibromonaphthalene-2,6-diol",0.25,19,USD,10,Oc(ccc1c2ccc(O)c1Br)c2Br
dgnDPMK`qKqDfYy]FFBBJh@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}bOrw@ox@vnX,,EN300-37478121,Enamine,327.02,4-(aminomethyl)-2-bromo-6-ethoxyphenol hydrobromide,0.1,293,USD,0.144,CCOc1cc(CN)cc(Br)c1O.Br
dg^L`EH{CDRYg]n[hHBjXbT@ !BmpJw__x@?g~w@k\B?`C~@H`BbGw~@Hc|m?p,,EN300-215162,Enamine,260.09,(2S)-2-amino-3-(3-bromo-4-hydroxyphenyl)propanoic acid,0.5,19,USD,0.462,N[C@@H](Cc(cc1)cc(Br)c1O)C(O)=O
dg^JaNI]NpqNg^RYgenXXHHfX@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mpJH@k\B?g|,,EN300-2008247,Enamine,262.02,3-bromo-4-hydroxy-5-nitrobenzoic acid,0.1,21,USD,10,[O-][N+](c1cc(C(O)=O)cc(Br)c1O)=O
dg^HHKHLQYCY@yAIf^^en``Jjp@@ !Bb@JH__x@?g~H@h`B?`BH__x@bGtBbOvw?`@,,EN300-7541642,Enamine,266.02,3-bromo-4-hydroxy-5-(trifluoromethyl)benzonitrile,0.1,241,USD,0,N#Cc(cc1C(F)(F)F)cc(Br)c1O
dg^DPMYPqBqDfYnw~fBHbz@@ !BmpJw__x@?g~w@h`BmpJw__x@?`Bw_X`B?`@,,EN300-227941,Enamine,320.97,"2,3-dibromo-5-ethoxy-4-hydroxybenzonitrile",0.1,97,USD,1,CCOc(cc(c(Br)c1Br)C#N)c1O
dg^DPMJpqIbDfYy~vzB@jj@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@JH__x@bOp,,EN300-1922879,Enamine,280.55,2-(2-amino-3-hydroxypropyl)-6-bromo-4-chlorophenol,0.1,515,USD,0.068,NC(Cc1cc(Cl)cc(Br)c1O)CO
dg^BaIISlLRYodfYy[fFBBIf@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mpJH@oy?mpH,,EN300-1721106,Enamine,260.04,1-(3-bromo-2-hydroxy-5-nitrophenyl)ethan-1-one,0.1,68,USD,8.277,CC(c1cc([N+]([O-])=O)cc(Br)c1O)=O
dg]J`ndet{CDzYg^odfYy[fFBBIf@@ !Bb@JH__x@?g~H@h`BbGw~@Ox@?g~H@k\Bb@H,,EN300-6737040,Enamine,263,"2-bromo-4,6-dinitrophenol",0.1,109,USD,10,[O-][N+](c(cc1[N+]([O-])=O)cc(Br)c1O)=O
dg\L`BNpqDfYwifzB@jf@@ !BmpJw__x@?g~w@k\B?`C~@Ox@@Oy??h`BmpH,,EN300-1914856,Enamine,259.1,2-(3-bromo-4-hydroxyphenyl)-2-methylpropanoic acid,0.1,342,USD,8.826,CC(C)(C(O)=O)c(cc1)cc(Br)c1O
dg\HHBCDvPNPnPRYf{zXXHHjh@@ !Bmww~_{\BbGvw_[]}?`Bw@oy?b@K~_pC~_?x,,EN300-39852291,Enamine,269.06,2-bromo-3-ethyl-6-(trifluoromethyl)phenol,0.1,684,USD,0.007,CCc1ccc(C(F)(F)F)c(O)c1Br
dg\DhBdLPYCY@yByAIf]]in``Jj`@@ !Bmwvw@oy??`Bw_[]}?g?~_{]}?g?~_w?~@Ox,,EN300-1603037,Enamine,274.99,2-bromo-4-fluoro-5-(trifluoromethoxy)phenol,0.1,204,USD,8.197,Oc(cc(c(F)c1)OC(F)(F)F)c1Br
dg\DhBdJslSY@yByCHhhmDUHppPQUP@@ !Bmwvw@oy??`Bw_[]}mpK~_?y?m?vw?PJw?X`,,EN300-45165646,Enamine,382.9,2-bromo-6-iodo-4-(trifluoromethoxy)phenol,0.1,241,USD,10,Oc(c(Br)cc(OC(F)(F)F)c1)c1I
dg\D`BlLQIf^^en``JjP@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}?`@@?g?~mpH,,EN300-22838980,Enamine,257.13,3-bromo-5-tert-butyl-4-hydroxybenzaldehyde,0.1,57,USD,10,CC(C)(C)c1cc(C=O)cc(Br)c1O
dg\DHBTLSY@yByAIf^]in``JZ`@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@Jw_PJw?X`,,EN300-3529444,Enamine,269.02,3-bromo-2-hydroxy-5-(trifluoromethyl)benzaldehyde,0.1,156,USD,2.141,Oc(c(C=O)cc(C(F)(F)F)c1)c1Br
dg\B`BWSCDrJJKSIPmtDARt@@ !B?`BH@k\BbGw~@Ox@mpJH@ox@?`Bw@h`B?`@,,EN300-300276,Enamine,259.05,methyl 4-bromo-2-formyl-3-hydroxybenzoate,0.1,355,USD,10,COC(c(cc1)c(C=O)c(O)c1Br)=O
dg\B`BWSCDRYgeoXXHHfX@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]}mpJH@k\B?`@,,EN300-8896955,Enamine,259.05,methyl 3-bromo-5-formyl-2-hydroxybenzoate,0.1,103,USD,10,COC(c1cc(C=O)cc(Br)c1O)=O
dg\B`BWSCDrJJKQYPmtDARt@@ !BmpJw__x@?g~w@k\B?`Bw__x@mpJw@h`B?`@,,EN300-1478743,Enamine,259.05,methyl 3-bromo-5-formyl-4-hydroxybenzoate,0.1,78,USD,10,COC(c(cc1C=O)cc(Br)c1O)=O
dg\B`BT{CDRYgg^[hHBfX@@ !BmpK~@K]}b@Jw@k\Bmww~@K]}b@K~_{_}bOt,,EN300-26982900,Enamine,259.05,2-(3-bromo-5-formyl-4-hydroxyphenyl)acetic acid,0.1,241,USD,10,OC(Cc(cc1C=O)cc(Br)c1O)=O
dg\B`BESCDrJJJZYHmLDECT@@ !B?`BH@k\BbGw~@Ox@mwvH@k\B?g~H__x@b@H,,EN300-46738037,Enamine,261.07,"2-bromo-3-hydroxy-4,5-dimethoxybenzaldehyde",0.1,238,USD,10,COc(cc(C=O)c(Br)c1O)c1OC
deVH`NHLQIf^VFBBH@@ !BmpJw__x@?g~w@k\Bmww~@Ox@,,EN300-91440,Enamine,202.05,2-amino-6-bromo-4-methylphenol,0.1,130,USD,5.581,Cc(cc1N)cc(Br)c1O
deVH`IHLQIf_VzB@l@@ !B?`BH@k\BbGw~@Ox@mpK~@Ox@,,EN300-223878,Enamine,198.02,4-bromo-3-hydroxybenzonitrile,1,19,USD,10,N#Cc(cc1)cc(O)c1Br
deVH`IHLQIf^vFBBL@@ !BmpK~@K]}b@Jw@k\B?`Bw__x@,,EN300-7153398,Enamine,198.02,3-bromo-2-hydroxybenzonitrile,0.25,19,USD,10,N#Cc1cccc(Br)c1O
deVH`IHLQIf]vzB@l@@ !BmpJw__x@?g~w@k\B?`C~@Ox@,,EN300-118438,Enamine,198.02,3-bromo-4-hydroxybenzonitrile,0.5,19,USD,10,N#Cc(cc1)cc(Br)c1O
deVH`IHLQIf[^FBHL@@ !Bmww~_{\BbGvw__x@mwvw@ox@,,EN300-317214,Enamine,198.02,2-bromo-3-hydroxybenzonitrile,0.1,21,USD,10,N#Cc1cccc(O)c1Br
deVH`IHLQIf[vFBBH@@ !Bmww~_{\BbGvw_[]}?`Bw@h`B,,EN300-1911207,Enamine,202.05,3-(aminomethyl)-2-bromophenol,0.1,342,USD,10,NCc1cccc(O)c1Br
deVH`AHLQIf]VzB@h@@ !B?`Bw@h`Bmww~@Ox@b@JH@ox@,,EN300-183700,Enamine,202.05,4-amino-2-bromo-5-methylphenol,0.1,221,USD,10,Cc(c(N)c1)cc(O)c1Br
deVHPNHLRYAIf^VFBBH@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]},,EN300-1256345,Enamine,206.01,2-amino-6-bromo-4-fluorophenol,0.1,82,USD,10,Nc1cc(F)cc(Br)c1O
deVHPNHLRXaIf^VFBBH@@ !BmpK~@K]}b@Jw@k\B?`Bw_[]},,EN300-99376,Enamine,222.47,2-amino-6-bromo-4-chlorophenol,0.5,19,USD,0,Nc1cc(Cl)cc(Br)c1O
